"W69","W71","W70","W1337","W4","W72","W1350","W1343","W36","W1332","Bahti_H3","W1336","W1321","W1326","W1351","W1312","W18","W1314","W1324","Bahti_H18","W1341","Bahti_H13","W1","W1323","W10","Bahti_H7","W1335","Bahti_H15","W1330","Bahti_H5","Bahti_H12","W1327","W1315","W6","W5","W1340","Bahti_H16","Bahti_H20","W1311","Bahti_H19","W1317","Bahti_H2","W101","W2","W25","W68","W1309","W34","Bahti_H17","W28","Bahti_H6","RF4","W7","W1310","W27","W30","W3","W26","W13","W37","W24","W20","W23","W16","W15","W1308","W99","W8","W33","W93","W77","W76","W73","W22","W74","W75","W9","Bahti_H28","Bahti_H27","W29","W83","W1318","W1333","Bahti_H44","Bahti_H26","W87","RF2","Bahti_H29","Greece2","Bahti_H1","product"
NA,NA,NA,NA,NA,NA,0.556351791530944,0.556351791530944,NA,0.556351791530944,0,0.556351791530944,0.556351791530944,0.556351791530944,NA,0.556351791530944,NA,0.556351791530944,0.556351791530944,0.556351791530944,0.556351791530944,0.556351791530944,NA,0.556351791530944,NA,NA,0.556351791530944,0.556351791530944,NA,0.556351791530944,0.556351791530944,NA,0.556351791530944,NA,0,0.556351791530944,0.556351791530944,0.556351791530944,0.556351791530944,0.556351791530944,0.556351791530944,NA,NA,NA,0.278175895765472,NA,0.556351791530944,NA,0.556351791530944,NA,0.278175895765472,NA,NA,0.556351791530944,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0.556351791530944,NA,NA,NA,0.278175895765472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278175895765472,0.278175895765472,0.278175895765472,NA,NA,NA,NA,0,0.556351791530944,"hypothetical protein"
0.28941063727839,0.28941063727839,0.28941063727839,0.0964702124261301,0.28941063727839,0.28941063727839,0.0723526593195975,0.0723526593195975,0.28941063727839,0.0723526593195975,0.0964702124261301,0.0723526593195975,0.0723526593195975,0.0723526593195975,0.144705318639195,0.0723526593195975,0.28941063727839,0.0723526593195975,0.0723526593195975,0.0723526593195975,0.0964702124261301,0.0723526593195975,0,0.0723526593195975,0.0964702124261301,0.0964702124261301,0.0723526593195975,0.0964702124261301,0.0723526593195975,0.0723526593195975,0.0723526593195975,0.0964702124261301,0.0723526593195975,0.28941063727839,0,0.0723526593195975,0.0964702124261301,0.0723526593195975,0.0723526593195975,0.0723526593195975,0.0723526593195975,0.0964702124261301,0.28941063727839,0.28941063727839,0.28941063727839,0.28941063727839,0.0723526593195975,0.144705318639195,0.0723526593195975,0.144705318639195,0.0723526593195975,NA,NA,0.0723526593195975,0.28941063727839,0.115764254911356,0.28941063727839,0.19294042485226,0.0964702124261301,0.28941063727839,0.057882127455678,0.144705318639195,0.0964702124261301,0.0964702124261301,0,NA,0.28941063727839,0.048235106213065,0.28941063727839,0.19294042485226,0.144705318639195,0.28941063727839,0.144705318639195,0.19294042485226,0.144705318639195,0.144705318639195,0.28941063727839,0,0,0.28941063727839,NA,NA,0.0723526593195975,NA,NA,0,NA,NA,NA,0.0723526593195975,"hypothetical protein"
0.384848484848485,0.384848484848485,0.384848484848485,0.577272727272727,NA,0.192424242424242,0.288636363636364,0.288636363636364,NA,0.288636363636364,0.577272727272727,0.865909090909091,0.288636363636364,0.288636363636364,NA,0.865909090909091,0.384848484848485,0.384848484848485,0.288636363636364,0.288636363636364,0.865909090909091,0.288636363636364,0.288636363636364,0.288636363636364,0.577272727272727,0.577272727272727,0.288636363636364,0.865909090909091,0.865909090909091,0.288636363636364,0.577272727272727,0.577272727272727,0.288636363636364,0.577272727272727,0.481060606060606,0.288636363636364,0.288636363636364,0.288636363636364,0.288636363636364,0.288636363636364,0.865909090909091,0.577272727272727,0.288636363636364,0.721590909090909,0.577272727272727,0.288636363636364,0.288636363636364,0.360795454545455,0.288636363636364,0.384848484848485,0.577272727272727,NA,0.432954545454545,0.288636363636364,0.865909090909091,0.865909090909091,NA,0.384848484848485,0.577272727272727,0.865909090909091,0.288636363636364,0.384848484848485,0.360795454545455,0.721590909090909,1.44318181818182,0.288636363636364,0.192424242424242,NA,0.384848484848485,0.384848484848485,0.216477272727273,0.216477272727273,0.216477272727273,0.721590909090909,0.216477272727273,0.288636363636364,0.865909090909091,0.432954545454545,NA,0.288636363636364,0.0962121212121212,0.577272727272727,0.577272727272727,0.0962121212121212,NA,0.192424242424242,NA,NA,NA,0.288636363636364,"tRNA pseudouridine synthase A"
0.0686695278969956,0.0915593705293274,0.0686695278969956,NA,0.274678111587982,0.0915593705293274,0.164806866952789,0.0686695278969956,NA,0.0686695278969956,0.0915593705293274,0.0686695278969956,0.0686695278969956,0.0686695278969956,0.0915593705293274,0.0686695278969956,0.274678111587982,0.0686695278969956,0.0686695278969956,0.137339055793991,0.0686695278969956,0.164806866952789,NA,0.164806866952789,0.549356223175965,0.137339055793991,0.164806866952789,0.0686695278969956,0.0915593705293274,0.0686695278969956,0.0686695278969956,NA,0.0686695278969956,0.274678111587982,NA,0.206008583690987,0.0686695278969956,0.206008583690987,0.164806866952789,0.0686695278969956,0.0686695278969956,NA,0.0686695278969956,0.206008583690987,0.0915593705293274,0.0686695278969956,0.0686695278969956,0.206008583690987,0.0686695278969956,0.412017167381974,0.0686695278969956,NA,0.137339055793991,0.0686695278969956,0.274678111587982,0.137339055793991,0,0.0686695278969956,0.274678111587982,0.0915593705293274,0.0915593705293274,0.274678111587982,0.274678111587982,0.274678111587982,0.0915593705293274,0.0686695278969956,0,0.137339055793991,0.274678111587982,0.274678111587982,0.274678111587982,0.183118741058655,0.274678111587982,0.0686695278969956,0.183118741058655,0.183118741058655,0.0686695278969956,0.549356223175965,0.274678111587982,0.137339055793991,NA,0.0686695278969956,0.274678111587982,0.137339055793991,NA,0,NA,0,0.0915593705293274,0.0686695278969956,"hypothetical protein"
0.0135098287102451,0.0315229336572386,0.0246701219926215,0,0,0.0283706402915148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315229336572386,0,0.0354633003643935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354633003643935,0.0315229336572386,0,0,0.0630458673144773,0.0166886119361851,0.0218235694550113,0,0.0123350609963107,0,0,0,0,0,NA,0,0,0,0,0,0.0378275203886864,0,0,0,0,0,0,0,0,0.047284400485858,0,0,0.0315229336572386,0,0,0,0.0257914911741043,0,0,0.0109117847275056,0,0,0,0.0257914911741043,0,0,0,0,0,NA,0,0,0,"hypothetical protein"
NA,NA,0.262215591197316,NA,0,0.262215591197316,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,0,NA,0,NA,0,0.262215591197316,0,0.262215591197316,NA,0,NA,NA,0,NA,0,NA,0,0.262215591197316,0,0.104886236478926,0,0,0,0.0874051970657718,0.786646773591947,0.131107795598658,0,NA,0,0,0,0.0174810394131543,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
0.135964912280702,0.090643274853801,0,0,0,0.090643274853801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0.135964912280702,0,0,0,0,0,0,0,0.090643274853801,NA,0,0.090643274853801,0,0,0,NA,0,NA,0,0,0.271929824561403,NA,0.271929824561403,0.271929824561403,0,0,0.271929824561403,0,0.271929824561403,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,"hypothetical protein"
NA,NA,NA,0,0.15406976744186,NA,0,0.15406976744186,0.616279069767441,0.15406976744186,0.15406976744186,0,0.15406976744186,0.15406976744186,0,0.15406976744186,0.616279069767441,0.15406976744186,0.15406976744186,0.15406976744186,0.123255813953488,0.205426356589147,0.0770348837209301,0.102713178294574,0.15406976744186,0.15406976744186,0,0,0,0.15406976744186,0.15406976744186,0.15406976744186,0.15406976744186,0.205426356589147,0.308139534883721,0.102713178294574,0,0.15406976744186,0.205426356589147,0,0.15406976744186,0.102713178294574,NA,0.205426356589147,0.123255813953488,NA,0,0.15406976744186,0,0.308139534883721,0.15406976744186,0,0,0,NA,0.15406976744186,0.102713178294574,0.0924418604651162,0.102713178294574,0.23110465116279,0.123255813953488,0.308139534883721,0.220099667774086,0.616279069767441,0.184883720930232,0,NA,0.102713178294574,0.205426356589147,0.184883720930232,0.102713178294574,0.205426356589147,0.123255813953488,0.176079734219269,0.0880398671096344,0.102713178294574,0.205426356589147,0,0,0.15406976744186,NA,0,0,0.15406976744186,0.0616279069767441,NA,0,0.0616279069767441,0.410852713178294,0.15406976744186,"hypothetical protein"
NA,NA,NA,0.132221318144833,NA,NA,0.0661106590724165,0.132221318144833,0.264442636289666,0.132221318144833,0.132221318144833,0.0661106590724165,0.132221318144833,0.132221318144833,0.0881475454298887,0.132221318144833,0.0661106590724165,0.132221318144833,0.132221318144833,0.0881475454298887,0.0881475454298887,0.0330553295362082,0.0881475454298887,0.132221318144833,0.264442636289666,0.132221318144833,0.0440737727149443,0.132221318144833,0.0881475454298887,0.132221318144833,0.0661106590724165,0.132221318144833,0.132221318144833,0.264442636289666,0.132221318144833,0.132221318144833,0.132221318144833,0.132221318144833,0.0330553295362082,0.132221318144833,0.132221318144833,0.0881475454298887,NA,0.0528885272579332,0.264442636289666,NA,0.0661106590724165,0.0881475454298887,0.132221318144833,0.0661106590724165,0.132221318144833,0.264442636289666,0.132221318144833,0.132221318144833,0,0.0881475454298887,NA,0.132221318144833,0,0.264442636289666,0.0661106590724165,0.176295090859777,0.123406563601844,0.0881475454298887,0.0528885272579332,0.132221318144833,NA,0.132221318144833,0.132221318144833,0.0661106590724165,0.0661106590724165,0.0440737727149443,0.0440737727149443,0.0661106590724165,0.0881475454298887,0.132221318144833,0.0661106590724165,0,NA,0.0881475454298887,NA,0.132221318144833,0.132221318144833,0.0881475454298887,0.0661106590724165,NA,0.264442636289666,0,0.0661106590724165,0.132221318144833,"hypothetical protein"
NA,NA,NA,0.0279764408918806,0,NA,0.019983172065629,0.0310849343243117,0.0243273399059831,0.0310849343243117,0.0349705511148507,0.018650960594587,0.0254331280835278,0.0279764408918806,0.0349705511148507,0.0310849343243117,0,0.0310849343243117,0.0254331280835278,0.0254331280835278,0.0508662561670556,0.039966344131258,0,0.0349705511148507,0.0155424671621558,0.0349705511148507,0.0164567299364003,0.0310849343243117,0.039966344131258,0.0310849343243117,0.0310849343243117,0.0233137007432338,0.0254331280835278,0.0430406782952009,0.0254331280835278,0.0233137007432338,0.0310849343243117,0.0254331280835278,0.039966344131258,0.0310849343243117,0.0310849343243117,0.0419646613378209,NA,0.0524558266722761,0.0466274014864676,NA,0.0279764408918806,0.0335717290702567,0.0279764408918806,0,0.0349705511148507,0.079932688262516,0.0310849343243117,0.0155424671621558,0.0299747580984435,0.0103616447747705,0.0310849343243117,0.0151224004820976,0.0373019211891741,0.0310849343243117,0,0.0310849343243117,0.0279764408918806,0.0215203391476004,0.014724442574674,0.0699411022297015,NA,0.0192940971668142,0.0107601695738002,0.0133221147104193,0.0155424671621558,0.014724442574674,0.014724442574674,0.0279764408918806,0.0155424671621558,0.014724442574674,0.0266442294208386,NA,NA,0.0139882204459403,NA,NA,0.0310849343243117,0.0116568503716169,NA,NA,0,NA,0.0466274014864676,0.0254331280835278,"PhoH-like protein"
NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0.0673854447439355,0,0,0,0,NA,0,0,0,0,0.134770889487871,NA,0.0673854447439355,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,"Phosphoribosylaminoimidazole-succinocarboxamide synthase"
0.0721800116890707,0.0721800116890707,0.0721800116890707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721800116890707,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.144360023378141,0,0,0.0721800116890707,0.0721800116890707,0.0721800116890707,0.0962400155854276,NA,NA,NA,0,NA,NA,0,0.144360023378141,0,0,0,0,0,0,0,0.0962400155854276,NA,NA,0,0,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE"
0,0,0,NA,0,0,0.137714285714286,0.137714285714286,0.137714285714286,0.137714285714286,NA,0.137714285714286,0.137714285714286,0.137714285714286,0.137714285714286,0.137714285714286,NA,0.137714285714286,0.137714285714286,0.137714285714286,0.137714285714286,0.137714285714286,NA,0.137714285714286,0,NA,0.137714285714286,0.137714285714286,NA,0.137714285714286,0.137714285714286,NA,0.137714285714286,NA,0,0.137714285714286,0.137714285714286,0.137714285714286,0.137714285714286,0.137714285714286,0.137714285714286,NA,0,0,0,0,0.137714285714286,0,0.137714285714286,0,NA,NA,0,0.137714285714286,0,0,0,0,0,0,0,0.0550857142857142,0.275428571428571,0,0,0.137714285714286,0,0,0,0,NA,NA,NA,0,NA,NA,0,0.275428571428571,0.275428571428571,0,NA,0,NA,NA,0,NA,0,NA,0,0.137714285714286,"Shikimate dehydrogenase (NADP(+))"
0,0,0,0,0,0,0,0,0.0523513753327419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654392191659274,0,0,0,0,0,0,0,0,0.26175687666371,0.0872522922212366,0,0,0.130878438331855,0,0,0,NA,NA,0,0,0,0.0872522922212366,0,0.26175687666371,0.130878438331855,0.130878438331855,0.196317657497782,0.26175687666371,0,0.26175687666371,0,0,0.130878438331855,0.130878438331855,0.52351375332742,0.52351375332742,0.52351375332742,0.130878438331855,0.0436261461106183,0.52351375332742,0.26175687666371,0.174504584442473,0,NA,0,0,0,0,NA,0,0,NA,NA,0.130878438331855,0,"hypothetical protein"
0.21611374407583,0.288151658767773,0.21611374407583,0.288151658767773,0.144075829383886,0.21611374407583,0.864454976303319,0.864454976303319,0.192101105845182,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.288151658767773,0.864454976303319,0.144075829383886,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.144075829383886,0.864454976303319,0.288151658767773,0.288151658767773,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.288151658767773,0.864454976303319,0.288151658767773,0.288151658767773,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.864454976303319,0.288151658767773,0.21611374407583,0.192101105845182,0.21611374407583,0.864454976303319,0.192101105845182,0.864454976303319,0.288151658767773,0.576303317535546,NA,0.0960505529225909,0.864454976303319,0.288151658767773,0.192101105845182,0.288151658767773,0.21611374407583,0.192101105845182,0.192101105845182,0.144075829383886,0.115260663507109,0.288151658767773,0.576303317535546,0.21611374407583,0.864454976303319,0.21611374407583,0.21611374407583,0.21611374407583,0.288151658767773,0.0823290453622208,0.144075829383886,0.0960505529225909,0.144075829383886,0.0480252764612954,NA,0.288151658767773,0.144075829383886,0.0720379146919432,NA,0.288151658767773,0.864454976303319,0.288151658767773,0.288151658767773,0.0960505529225909,0.288151658767773,NA,0.144075829383886,0.288151658767773,0.864454976303319,"hypothetical protein"
0.0927152317880792,0.0927152317880792,0.0927152317880792,0.139072847682119,0.139072847682119,0.0927152317880792,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.0927152317880792,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.139072847682119,0.0927152317880792,0.0927152317880792,0.139072847682119,0.0927152317880792,0.139072847682119,0.139072847682119,0.139072847682119,0.0927152317880792,0.139072847682119,NA,0.139072847682119,0.139072847682119,0.0927152317880792,0.139072847682119,0.139072847682119,0.139072847682119,0.0695364238410594,0.139072847682119,0.139072847682119,0.139072847682119,0.0927152317880792,0.139072847682119,0.139072847682119,0.139072847682119,0.0927152317880792,0.0927152317880792,0.0927152317880792,0.0927152317880792,0.0927152317880792,0.0927152317880792,0.0927152317880792,0.139072847682119,0.0927152317880792,0.0927152317880792,0.139072847682119,0.0927152317880792,NA,0.139072847682119,0.278145695364238,NA,0.139072847682119,NA,0,0,NA,0,NA,0.139072847682119,"Protein LemA"
0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phosphoribosylformylglycinamidine cyclo-ligase"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561538461538463,0.0701923076923079,0.140384615384616,0.0701923076923079,0,NA,NA,0,0,0,0.0311965811965813,0,0,0,0,NA,0,NA,0,NA,0,"Peptide chain release factor 1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.0671603677221655,0,0,0,0,0,0,0,0,0.0895471569628873,0,0,0,0,0,0,0,NA,0,0,0.0895471569628873,0.268641470888662,0,0,0.0447735784814436,0,0,0,0.0767547059681891,0,0,0,0,0,0,0,NA,0.134320735444331,0.134320735444331,0,0.134320735444331,0.134320735444331,0,0,0,0.134320735444331,0,0,0,0,0,NA,NA,0,0.134320735444331,0,"Orotidine 5'-phosphate decarboxylase"
