"W69","W71","W70","W1337","W4","W72","W1350","W1343","W36","W1332","Bahti_H3","W1336","W1321","W1326","W1351","W1312","W18","W1314","W1324","Bahti_H18","W1341","Bahti_H13","W1","W1323","W10","Bahti_H7","W1335","Bahti_H15","W1330","Bahti_H5","Bahti_H12","W1327","W1315","W6","W5","W1340","Bahti_H16","Bahti_H20","W1311","Bahti_H19","W1317","Bahti_H2","W101","W2","W25","W68","W1309","W34","Bahti_H17","W28","Bahti_H6","RF4","W7","W1310","W27","W30","W3","W26","W13","W37","W24","W20","W23","W16","W15","W1308","W99","W8","W33","W93","W77","W76","W73","W22","W74","W75","W9","Bahti_H28","Bahti_H27","W29","W83","W1318","W1333","Bahti_H44","Bahti_H26","W87","RF2","Bahti_H29","Greece2","Bahti_H1","product"
NA,NA,NA,0.278175895765472,0.556351791530944,NA,NA,NA,0,NA,0.556351791530944,NA,NA,NA,0.556351791530944,NA,0.139087947882736,NA,NA,NA,NA,NA,0.556351791530944,NA,NA,0.278175895765472,NA,NA,0.139087947882736,NA,NA,0.278175895765472,NA,0.417263843648208,NA,NA,NA,NA,NA,NA,NA,0.278175895765472,NA,NA,NA,0.0695439739413679,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.278175895765472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139087947882736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"hypothetical protein"
NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,0.0868231911835171,0,0,NA,NA,NA,0.0222623567137223,NA,0.28941063727839,NA,0.0723526593195975,0,NA,0.0206721883770278,0.434115955917586,NA,0,0,NA,0.144705318639195,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,0.578821274556781,NA,NA,NA,NA,NA,NA,0.144705318639195,NA,0,0,0.28941063727839,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0.057882127455678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
NA,NA,NA,0.288636363636364,0.721590909090909,NA,NA,NA,0.123701298701299,0.288636363636364,0.288636363636364,0.0824675324675324,NA,NA,0.108238636363636,0.0962121212121212,0,0,NA,NA,0.0455741626794258,NA,0.288636363636364,NA,0,0.192424242424242,NA,0.0412337662337662,0.0962121212121212,NA,0.144318181818182,0.192424242424242,NA,0.288636363636364,NA,NA,NA,NA,NA,NA,0.115454545454545,0.288636363636364,NA,NA,0.144318181818182,NA,NA,NA,NA,0.288636363636364,0.0962121212121212,NA,0.216477272727273,NA,0.108238636363636,0.144318181818182,0.288636363636364,NA,0,0.0641414141414141,NA,NA,NA,NA,0,NA,NA,0.0541193181818181,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"tRNA pseudouridine synthase A"
NA,NA,0,0.103004291845493,0.0784794604537092,NA,0,0.137339055793991,0.0998829496683572,0.137339055793991,0.126774513040607,0.274678111587982,0.109871244635193,0.152598950882212,0.126774513040607,0.156958920907418,0.12207916070577,0.137339055793991,0.274678111587982,0.137339055793991,0.105645427533839,NA,0.0915593705293274,NA,0.206008583690987,0.109871244635193,NA,0.137339055793991,0.103004291845493,0.274678111587982,0.137339055793991,0.117719190680564,0.274678111587982,0.36623748211731,0.0549356223175964,0,0.171673819742489,0,NA,0.124853687085447,0.171673819742489,0.0392397302268546,NA,NA,0.0915593705293274,NA,0.183118741058655,NA,0.183118741058655,0,0.137339055793991,NA,0.12207916070577,0.274678111587982,0.206008583690987,0,0.0915593705293274,NA,0.183118741058655,0.824034334763947,0.549356223175965,0.137339055793991,NA,0.0457796852646637,0.0457796852646637,0.124853687085447,NA,0.0457796852646637,0.171673819742489,NA,NA,NA,NA,NA,NA,NA,NA,0.0343347639484978,0.137339055793991,0,NA,0.117719190680564,0,0.549356223175965,0.0915593705293274,0.412017167381974,0.274678111587982,0.274678111587982,NA,0.137339055793991,"hypothetical protein"
NA,0,0,0.0138393367275681,0.0083443059680925,0,0.023642200242929,0.0270196574204902,0.047284400485858,0.0270196574204902,0.0257914911741043,0.0246701219926215,0.0270196574204902,0.0195659588217343,0.0166886119361851,0.0195659588217343,0.0202647430653677,0.0195659588217343,0.0270196574204902,0.0270196574204902,0,NA,0.0088658250910983,0.0123350609963107,0.0354633003643935,0.0189137601943432,0.0270196574204902,0.0246701219926215,0.0218235694550113,0.0270196574204902,0.0270196574204902,0.0135098287102451,0.0270196574204902,0.0135098287102451,0,0.0270196574204902,0.0195659588217343,0.0135098287102451,NA,0.0195659588217343,0.023642200242929,0,0.0405294861307354,0.0218235694550113,0,0.141853201457574,0.0315229336572386,0.0157614668286193,0.0210152891048257,0,0.029863831885805,0.0177316501821967,0.008105897226147,0.0202647430653677,0,0.0443291254554918,0,NA,0.0141853201457574,0.0105076445524128,0.0141853201457574,0.0183036388977514,0.0315229336572386,0.008105897226147,0.0405294861307354,0.0195659588217343,NA,0.0109117847275056,0.0177316501821967,0,0,0.0257914911741043,0.0226965122332118,NA,0,0,0.283706402915148,0.0123350609963107,0.0113482561166059,0.0872942778200455,0,0.0226965122332118,0.0270196574204902,0.0202647430653677,0.0123350609963107,0.0315229336572386,0,0.0105076445524128,0.0141853201457574,0.0257914911741043,"hypothetical protein"
NA,0.131107795598658,NA,0.262215591197316,0.0524431182394631,NA,0,0.131107795598658,0.0874051970657718,0.262215591197316,0.262215591197316,0,0.131107795598658,0.131107795598658,0.393323386795973,0.131107795598658,0.262215591197316,0.131107795598658,0.131107795598658,0.131107795598658,0.262215591197316,NA,0.157329354718389,0,1.04886236478926,0.393323386795973,0.131107795598658,0.131107795598658,0,0.262215591197316,0.262215591197316,0.393323386795973,0.262215591197316,0.131107795598658,0,0.262215591197316,0.131107795598658,0.262215591197316,NA,0.131107795598658,0.262215591197316,0.262215591197316,NA,NA,0,NA,0.131107795598658,0.131107795598658,0.131107795598658,0.0874051970657718,0.262215591197316,0.104886236478926,0.262215591197316,0,0.0874051970657718,0,0.157329354718389,NA,0.393323386795973,0.0524431182394631,0.037459370171045,0.699241576526175,NA,0.262215591197316,0.0524431182394631,0.131107795598658,NA,0.131107795598658,0.0524431182394631,1.04886236478926,0.131107795598658,NA,NA,NA,NA,NA,NA,0.0524431182394631,0.0655538977993289,0,0.262215591197316,0.262215591197316,0.131107795598658,0,0.0655538977993289,0,NA,0,0,0.131107795598658,"hypothetical protein"
0,NA,NA,0.0679824561403508,0,NA,0.135964912280702,0.090643274853801,0.090643274853801,0,0,0.135964912280702,0.090643274853801,0.090643274853801,0.0679824561403508,0,0.0543859649122806,0.090643274853801,0,0,0.271929824561403,NA,0.181286549707602,0,0,0,0.135964912280702,0.090643274853801,0.135964912280702,0,0,0.0679824561403508,0,0.135964912280702,NA,0,0.090643274853801,0,NA,0.090643274853801,0,0,NA,0,0.543859649122806,NA,0.090643274853801,NA,0.135964912280702,0.271929824561403,0,0,0.090643274853801,0,0,0.0679824561403508,0,NA,0,0.090643274853801,0,0.271929824561403,0,0.271929824561403,0.271929824561403,0.135964912280702,NA,0,0.81578947368421,0,0.108771929824561,NA,0.0543859649122806,NA,0.163157894736842,0.135964912280702,0,0,0,0.271929824561403,0.271929824561403,0.135964912280702,0.090643274853801,0,NA,0.271929824561403,0,0,0.181286549707602,0.181286549707602,"hypothetical protein"
0,NA,0,0.176079734219269,0.15406976744186,0.0616279069767441,0.246511627906977,0.15406976744186,0.0948121645796063,0.15406976744186,0.256782945736434,0.246511627906977,0.15406976744186,0.15406976744186,0.205426356589147,0.15406976744186,0.15406976744186,0.15406976744186,0.15406976744186,0.184883720930232,0.15406976744186,NA,0.171188630490956,0.308139534883721,0.184883720930232,0.132059800664452,0.308139534883721,0.308139534883721,0.246511627906977,0.15406976744186,0.132059800664452,0.132059800664452,0.15406976744186,0.136950904392765,0,0.102713178294574,0.205426356589147,0.15406976744186,0,0.256782945736434,0.256782945736434,0.23110465116279,NA,0.0440199335548172,0.369767441860465,NA,0.205426356589147,0.115552325581395,0.205426356589147,0.123255813953488,0.256782945736434,0.176079734219269,0.171188630490956,0.246511627906977,0.0770348837209301,0,0.14221824686941,0,0.123255813953488,0.0880398671096344,NA,0.0440199335548172,0.15406976744186,0.0410852713178294,0.115552325581395,0.15406976744186,0.102713178294574,0.616279069767441,0.123255813953488,0.23110465116279,0.184883720930232,0.0840380549682874,0.123255813953488,NA,0.308139534883721,0.171188630490956,NA,0.308139534883721,0.308139534883721,NA,0.410852713178294,0.205426356589147,0.205426356589147,0.102713178294574,0.308139534883721,0.0770348837209301,0.184883720930232,0.308139534883721,0.0840380549682874,0.184883720930232,"hypothetical protein"
0.264442636289666,NA,NA,0.0155554491935097,0.110184431787361,NA,0,0.0293825151432962,0,0.0293825151432962,0.0293825151432962,0,0.0293825151432962,0.0188887597349761,0.0165276647681041,0.0188887597349761,0.188887597349762,0.0293825151432962,0.0293825151432962,0.0264442636289666,0.0293825151432962,NA,0.0661106590724165,0.0293825151432962,0.0944437986748808,0.0881475454298887,0,0.0220368863574721,0.0203417412530512,0.0293825151432962,0,0.0793327908868998,0.0293825151432962,0,0,0.0293825151432962,0.0188887597349761,0.0264442636289666,NA,0.0188887597349761,0.0293825151432962,0.0777772459675489,NA,0.125925064899841,0.0881475454298887,NA,0,0,0.0188887597349761,0,0.0330553295362082,0.0974262344225086,0.0587650302865925,0.0293825151432962,0.0377775194699523,0.0330553295362082,0,NA,0.0264442636289666,0,0,0.098221550621876,NA,0.0961609586507877,0.0293825151432962,0.0188887597349761,0,0.0881475454298887,0.124443593548078,0.211554109031733,0.0264442636289666,0.23506012114637,0.0330553295362082,NA,0.0264442636289666,0,0,0.231387306753458,0.231387306753458,0,0.132221318144833,0.0188887597349761,0.0188887597349761,0.0991659886086248,0.176295090859777,0.264442636289666,0.0826383238405207,0.226665116819714,0.122050447518308,0.0293825151432962,"hypothetical protein"
0,NA,NA,0.0385881943336284,0.0223811527135044,NA,0.0699411022297015,0.0447623054270089,0.0195184471338701,0.0559528817837612,0.0272940886750054,0.0762993842505835,0.0860813565904018,0.0658269197456014,0.0385881943336284,0.0430406782952009,0.0302448009641952,0.0430406782952009,0.0860813565904018,0.0746038423783482,0.0090246583522195,NA,0.0466274014864676,0.111905763567522,0.0414465790990823,0.029448885149348,0.0932548029729353,0.0360986334088782,0.0215203391476004,0.0559528817837612,0.0466274014864676,0.0414465790990823,0.0860813565904018,0.0279764408918806,0,0.0932548029729353,0.0532884588416773,0.079932688262516,NA,0.0486546798119662,0.0430406782952009,0.0155424671621558,NA,0.0223811527135044,0.019983172065629,NA,0.0746038423783482,NA,0.058897770298696,0.139882204459403,0.0260245961784935,0.0066610573552096,0.0373019211891741,NA,0.0174852755574253,0.058897770298696,0.0335717290702567,NA,0.0233137007432338,0.0762993842505835,0.0524558266722761,0.107601695738002,NA,0.0932548029729353,0.139882204459403,0.0319730753050064,NA,0.111905763567522,0.0932548029729353,NA,0.101732512334111,NA,0.111905763567522,NA,0.167858645351284,0.167858645351284,NA,0,0,NA,0,NA,0.0621698686486235,0.0699411022297015,0,NA,0.0164567299364003,0,0.167858645351284,0.058897770298696,"PhoH-like protein"
NA,NA,NA,0,0.020733982998134,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0.0359389038634322,NA,0,NA,0,0,NA,0.0539083557951484,NA,NA,NA,0,NA,0.269541778975742,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0449236298292903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0898472596585807,0,NA,"Phosphoribosylaminoimidazole-succinocarboxamide synthase"
NA,NA,NA,0,0.0577440093512565,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,0.144360023378141,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0962400155854276,0.288720046756283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE"
NA,NA,NA,0.0688571428571428,0,NA,NA,NA,NA,NA,0.0688571428571428,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.137714285714286,NA,NA,0.0688571428571428,NA,0,0.110171428571429,NA,0.275428571428571,0.0688571428571428,NA,0.137714285714286,NA,NA,NA,NA,NA,NA,NA,0.0688571428571428,NA,NA,NA,NA,NA,NA,NA,NA,0.0688571428571428,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137714285714286,NA,NA,0.137714285714286,NA,NA,NA,"Shikimate dehydrogenase (NADP(+))"
NA,NA,NA,0.0747876790467742,0.0981588287488912,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0872522922212366,NA,0,NA,NA,NA,NA,NA,0.157054125998226,NA,0.0872522922212366,NA,NA,NA,0.104702750665484,NA,NA,0.0747876790467742,NA,0.104702750665484,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196317657497782,0.104702750665484,0.130878438331855,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174504584442473,NA,NA,NA,"hypothetical protein"
NA,NA,NA,0.576303317535546,0.160084254870985,0.576303317535546,NA,NA,NA,NA,NA,NA,NA,NA,0.576303317535546,NA,0.144075829383886,NA,NA,NA,NA,NA,0.108056872037915,NA,0.288151658767773,NA,NA,NA,0.576303317535546,NA,NA,0.576303317535546,NA,0.288151658767773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144075829383886,NA,NA,NA,NA,NA,0.288151658767773,0.288151658767773,0.288151658767773,NA,NA,NA,0.144075829383886,NA,0.192101105845182,NA,NA,0.288151658767773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288151658767773,0.288151658767773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.278145695364238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0927152317880792,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,"Protein LemA"
NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0.29237601776462,NA,NA,NA,0,NA,NA,0,NA,0.073094004441155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Phosphoribosylformylglycinamidine cyclo-ligase"
NA,NA,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0.0350961538461539,0,0,NA,0.0467948717948719,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0421153846153847,0.0200549450549451,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0401098901098902,NA,NA,NA,NA,NA,NA,0.280769230769232,NA,0,NA,NA,NA,NA,0,NA,NA,0.280769230769232,0,NA,NA,"Peptide chain release factor 1"
NA,NA,NA,0.0895471569628873,0.0167900919305413,NA,NA,0.0447735784814436,0.0767547059681891,0.115132058952284,0.0424170743508413,0.268641470888662,0.268641470888662,0.268641470888662,0.0671603677221655,0.0619941855896912,0.0488439037979385,0.0196566929918533,0.268641470888662,NA,0.0183164639242269,NA,0.134320735444331,NA,0,0.0099496841069874,NA,0.0223867892407218,0.0198993682139749,0.0537282941777324,NA,0,NA,0,NA,NA,0.0179094313925774,NA,NA,0.0335801838610827,0.0447735784814436,NA,NA,NA,0.0596981046419249,NA,NA,NA,0.0383773529840945,NA,0.020664728529897,0,0.0895471569628873,NA,0.0335801838610827,0.0671603677221655,0.268641470888662,NA,0.0767547059681891,0.0732658556969078,NA,0,NA,NA,0.020664728529897,0.0107456588355464,NA,0.0474073183921168,0.0298490523209624,0,0.0335801838610827,NA,NA,NA,NA,NA,NA,NA,0,0.100740551583248,NA,NA,0.134320735444331,0.179094313925775,NA,NA,0.0895471569628873,0.0537282941777324,NA,NA,"Orotidine 5'-phosphate decarboxylase"
NA,NA,NA,0,0.183056325023085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0.137292243767313,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.274584487534627,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274584487534627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"hypothetical protein"
NA,NA,NA,NA,0.143920595533499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.191894127377999,NA,NA,NA,0.0959470636889994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UDP-3-O-acylglucosamine N-acyltransferase"
NA,NA,NA,0.143654979832454,0.0957699865549695,NA,NA,NA,NA,NA,0.143654979832454,NA,NA,NA,0.143654979832454,NA,0.172385975798945,NA,NA,NA,NA,NA,0.287309959664909,NA,0.172385975798945,0.0718274899162271,NA,NA,NA,NA,NA,0.143654979832454,NA,0,NA,NA,NA,NA,NA,NA,NA,0.143654979832454,NA,0,NA,NA,NA,NA,NA,NA,0.287309959664909,0.0718274899162271,0.287309959664909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0957699865549695,NA,NA,NA,NA,NA,NA,NA,0.287309959664909,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,"UDP-3-O-acyl-N-acetylglucosamine deacetylase"
NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase"
NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0.223946784922394,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111973392461197,NA,NA,0,NA,NA,NA,"hypothetical protein"
